__id,tipo_entidad,codigo_entidad,nombre_entidad,fecha_corte,unicap,descrip_uc,renglon,desc_renglon,tipo,_1_nro_corresponsales_f_sicos,_2_nro_corresponsales_f_sicos,_3_nro_corresponsales_f_sicos,_4_nro_corresponsales_f_sicos,_5_nro_dep_sitos,_6_monto_dep_sitos,_7_nro_giros_enviados,_8_monto_giros_enviados,_9_nro_giros_recibidos,_10_monto_giros_recibidos,_11_nro_pagos_corresponsales,_12_monto_pagos_corresponsales,_13_nro_retiros_corresponsales,_14_monto_retiros,_15_nro_transferencias,_16_monto_transferencias,_17_nro_transacciones_tr,_18_monto_transacciones,_19_nro_ctas_ahorro_hasta,_20_saldo_ctas_ahorro_hasta,_21_nro_ctas_ahorro_1smmlv,_22_saldo_ctas_ahorro_1smmlv,_23_nro_ctas_ahorr_3smmlv,_24_saldo_ctas_ahorr_3smmlv,_25_nro_ctas_ahorro_activas,_26_saldo_ctas_ahorro_activas,_27_nro_ctas_ahorro_mujeres,_28_saldo_ctas_ahorro_mujeres,_29_nro_ctas_ahorro_hombres,_30_saldo_ctas_ahorro_hombres,_31_nro_ctas_ahorro,_32_saldo_ctas_ahorro,_41_nro_cr_dito_consumo,_42_monto_cr_dito_consumo,_43_nro_cr_dito_consumo,_44_monto_cr_dito_consumo,_45_nro_cr_dito_consumo,_46_monto_cr_dito_consumo,_47_nro_cred_cons_bajo_monto,_48_monto_cred_cons_bajo,_49_nro_cred_cons_bajo_monto,_50_monto_cred_cons_bajo,_51_nro_cred_cons_bajo_monto,_52_monto_cred_cons_bajo,_53_nro_cr_dito_vivienda,_54_monto_cr_dito_vivienda,_55_nro_cr_dito_vivienda,_56_monto_cr_dito_vivienda,_57_nro_cr_dito_vivienda,_58_monto_cr_dito_vivienda,_59_nro_microcr_dito_hasta,_60_monto_microcr_dito_hasta,_61_nro_microcr_dito_1smmlv,_62_monto_microcr_dito_1smmlv,_63_nro_microcr_dito_2smmlv,_64_monto_microcr_dito_2smmlv,_65_nro_microcr_dito_3smmlv,_66_monto_microcr_dito_3smmlv,_67_nro_microcr_dito_4smmlv,_68_monto_microcr_dito_4smmlv,_69_nro_microcr_dito_10smmlv,_70_monto_microcr_dito_10smmlv,_71_nro_microcr_dito_mujeres,_72_monto_microcr_dito_mujeres,_73_nro_microcr_dito_hombres,_74_monto_microcr_dito_hombres,_75_nro_microcr_dito,_76_monto_microcr_dito,_77_nro_productos_a_nivel,_78_monto_saldo_productos,_79_nro_corresponsales_f,_80_nro_corresponsales_f,_81_nro_corresponsales_propios,_82_nro_corresponsales,_83_nro_corresponsales_m,_84_nro_corresponsales_m,_85_nro_dep_sitos,_86_monto_dep_sitos,_87_nro_giros_enviados,_88_monto_giros_enviados,_89_nro_giros_recibidos,_90_monto_giros_recibidos,_91_nro_pagos_corresponsales,_92_monto_pagos_corresponsales,_93_nro_retiros_corresponsales,_94_monto_retiros,_95_nro_transferencias,_96_monto_transferencias,_97_nro_transacciones_tr,_98_monto_transacciones
row-v6nw~s7n3~6xmm,1,39,Banco Davivienda,2021-03-31T00:00:00.000,1,ANTIOQUIA,45,APARTADO,Transacciones y tramites a traves de corresponsales fisicos,0.0,0.0,0.0,0.0,407.0,118378034.0,0.0,0.0,3.0,2589299.0,400.0,92800943.0,123.0,23930000.0,0.0,0.0,933.0,237698276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-nuws~wqe3~mnzg,1,52,Bancamia S.A.,2021-03-31T00:00:00.000,1,ANTIOQUIA,212,COPACABANA,Corresponsales físicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-trck_5hxz-aumb,1,62,Mibanco S.A.,2021-03-31T00:00:00.000,1,ANTIOQUIA,615,RIONEGRO,Cuentas de Ahorro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509.0,12051309.52,4.0,5623079.69,0.0,0.0,153.0,35173043.19,705.0,41741769.26,810.0,8093660.01,1515.0,49835429.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-m8zi_6n5q.v596,1,42,Scotiabank Colpatria S.A.,2021-03-31T00:00:00.000,1,ANTIOQUIA,756,SONSON,Corresponsales fisicos,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-mzet_nmxw~zpea,1,43,Banagrario,2021-03-31T00:00:00.000,1,ANTIOQUIA,376,LA CEJA,Cuentas de Ahorro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6193.0,598873399.0,448.0,656587239.0,163.0,579933729.0,2510.0,7481745293.0,3142.0,2997413212.0,3987.0,4405794524.0,7197.0,8564547143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-3wgw~mq3n~7icx,1,56,Banco Falabella S.A.,2021-03-31T00:00:00.000,1,ANTIOQUIA,172,CHIGORODO,Corresponsales fisicos,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-9s84.krxw.6p32,1,7,Bancolombia,2021-03-31T00:00:00.000,1,ANTIOQUIA,129,CALDAS,Microcredito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,48300000.0,10.0,137400000.0,13.0,185700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-ten3_bdkp.e454,1,52,Bancamia S.A.,2021-03-31T00:00:00.000,1,ANTIOQUIA,628,SABANALARGA,Corresponsales fisicos,1.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-3j2f.e6py-3js6,1,7,Bancolombia,2021-03-31T00:00:00.000,1,ANTIOQUIA,660,SAN LUIS,Corresponsales fisicos,6.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-8t4c_embg_ih3b,1,42,Scotiabank Colpatria S.A.,2021-03-31T00:00:00.000,1,ANTIOQUIA,576,PUEBLORRICO,Corresponsales fisicos,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-9mqs~zb3a-4kub,1,43,Banagrario,2021-03-31T00:00:00.000,1,ANTIOQUIA,480,MUTATA,Transacciones y tramites a traves de corresponsales fisicos,0.0,0.0,0.0,0.0,22.0,9640000.0,0.0,0.0,204.0,131974650.0,41.0,19208865.0,13.0,5606000.0,0.0,0.0,280.0,166429515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-zhmi~h2n4.6n7w,1,43,Banagrario,2021-03-31T00:00:00.000,1,ANTIOQUIA,315,GUADALUPE,Corresponsales físicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-yneq~j6cz_eae3,1,7,Bancolombia,2021-03-31T00:00:00.000,1,ANTIOQUIA,284,FRONTINO,Corresponsales físicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-upcc-ipju-62b7,1,23,Banco de Occidente,2021-03-31T00:00:00.000,1,ANTIOQUIA,38,ANGOSTURA,Corresponsales fisicos,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-gemv~3iqd.nk28,1,1,Banco de Bogotá,2021-03-31T00:00:00.000,1,ANTIOQUIA,842,URAMITA,Corresponsales fisicos,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-5xdi~wwig~7twp,1,52,Bancamia S.A.,2021-03-31T00:00:00.000,1,ANTIOQUIA,190,CISNEROS,Transacciones y tramites a traves de corresponsales fisicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,14109303.0,7.0,1270000.0,0.0,0.0,46.0,15379303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-6pd8~jfxs.f8bd,1,7,Bancolombia,2021-03-31T00:00:00.000,1,ANTIOQUIA,642,SALGAR,Credito de consumo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,468952176.0,80.0,497966420.28,108.0,966918596.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-3edk~z652.ehek,1,23,Banco de Occidente,2021-03-31T00:00:00.000,1,ANTIOQUIA,250,EL BAGRE,Transacciones y tramites a traves de corresponsales fisicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942.0,754355931.45,0.0,0.0,0.0,0.0,1942.0,754355931.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-gm6e~5raj-ye42,1,43,Banagrario,2021-03-31T00:00:00.000,1,ANTIOQUIA,107,BRICEÃ`O,Transacciones y tramites a traves de corresponsales fisicos,0.0,0.0,0.0,0.0,367.0,288911139.0,0.0,0.0,89.0,59265000.0,1033.0,660331437.0,1458.0,1085469300.0,198.0,76428810.0,3145.0,2170405686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-prd4-b8ce.wzj8,1,1,Banco de Bogotá,2021-03-31T00:00:00.000,1,ANTIOQUIA,607,RETIRO,Corresponsales físicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-h7zj-av3q_pjv3,1,13,BBVA Colombia,2021-03-31T00:00:00.000,1,ANTIOQUIA,79,BARBOSA,Corresponsales fisicos,0.0,14.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-ciax~rx5f_zfhw,1,1,Banco de Bogotá,2021-03-31T00:00:00.000,1,ANTIOQUIA,664,SAN PEDRO,Credito de vivienda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1046459716.0,24.0,1107352697.0,52.0,2153812413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-i45a_v47d.xvvk,1,43,Banagrario,2021-03-31T00:00:00.000,1,ANTIOQUIA,113,BURITICA,Transacciones y tramites a traves de corresponsales fisicos,0.0,0.0,0.0,0.0,2.0,420000.0,0.0,0.0,58.0,28301750.0,397.0,203970115.0,684.0,245225000.0,778.0,275109654.0,1919.0,753026519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-sv3c.fczg-tc8r,1,1,Banco de Bogotá,2021-03-31T00:00:00.000,1,ANTIOQUIA,101,BOLIVAR,Transacciones y tramites a traves de corresponsales fisicos,0.0,0.0,0.0,0.0,711.0,393263117.0,0.0,0.0,0.0,0.0,1766.0,551517468.0,2033.0,709596000.0,0.0,0.0,4510.0,1654376585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-snp8~mbi7.3kxx,1,43,Banagrario,2021-03-31T00:00:00.000,1,ANTIOQUIA,376,LA CEJA,Microcredito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,196200000.0,30.0,260600000.0,58.0,456800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-fw8c~a24x_b3vv,1,43,Banagrario,2021-03-31T00:00:00.000,1,ANTIOQUIA,237,DON MATIAS,Microcredito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34100000.0,5.0,73000000.0,8.0,107100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-r5w4.cbzb.zrsz,1,52,Bancamia S.A.,2021-03-31T00:00:00.000,1,ANTIOQUIA,842,URAMITA,Corresponsales físicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-ynrv-5h4a-7i4w,1,13,BBVA Colombia,2021-03-31T00:00:00.000,1,ANTIOQUIA,134,CAMPAMENTO,Corresponsales físicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
